Label,NOSE x,NOSE y,NOSE z,LEFT_EYE_INNER x,LEFT_EYE_INNER y,LEFT_EYE_INNER z,LEFT_EYE x,LEFT_EYE y,LEFT_EYE z,LEFT_EYE_OUTER x,LEFT_EYE_OUTER y,LEFT_EYE_OUTER z,RIGHT_EYE_INNER x,RIGHT_EYE_INNER y,RIGHT_EYE_INNER z,RIGHT_EYE x,RIGHT_EYE y,RIGHT_EYE z,RIGHT_EYE_OUTER x,RIGHT_EYE_OUTER y,RIGHT_EYE_OUTER z,LEFT_EAR x,LEFT_EAR y,LEFT_EAR z,RIGHT_EAR x,RIGHT_EAR y,RIGHT_EAR z,MOUTH_LEFT x,MOUTH_LEFT y,MOUTH_LEFT z,MOUTH_RIGHT x,MOUTH_RIGHT y,MOUTH_RIGHT z,LEFT_SHOULDER x,LEFT_SHOULDER y,LEFT_SHOULDER z,RIGHT_SHOULDER x,RIGHT_SHOULDER y,RIGHT_SHOULDER z,LEFT_ELBOW x,LEFT_ELBOW y,LEFT_ELBOW z,RIGHT_ELBOW x,RIGHT_ELBOW y,RIGHT_ELBOW z,LEFT_WRIST x,LEFT_WRIST y,LEFT_WRIST z,RIGHT_WRIST x,RIGHT_WRIST y,RIGHT_WRIST z,LEFT_PINKY x,LEFT_PINKY y,LEFT_PINKY z,RIGHT_PINKY x,RIGHT_PINKY y,RIGHT_PINKY z,LEFT_INDEX x,LEFT_INDEX y,LEFT_INDEX z,RIGHT_INDEX x,RIGHT_INDEX y,RIGHT_INDEX z,LEFT_THUMB x,LEFT_THUMB y,LEFT_THUMB z,RIGHT_THUMB x,RIGHT_THUMB y,RIGHT_THUMB z,LEFT_HIP x,LEFT_HIP y,LEFT_HIP z,RIGHT_HIP x,RIGHT_HIP y,RIGHT_HIP z,LEFT_KNEE x,LEFT_KNEE y,LEFT_KNEE z,RIGHT_KNEE x,RIGHT_KNEE y,RIGHT_KNEE z,LEFT_ANKLE x,LEFT_ANKLE y,LEFT_ANKLE z,RIGHT_ANKLE x,RIGHT_ANKLE y,RIGHT_ANKLE z,LEFT_HEEL x,LEFT_HEEL y,LEFT_HEEL z,RIGHT_HEEL x,RIGHT_HEEL y,RIGHT_HEEL z,LEFT_FOOT_INDEX x,LEFT_FOOT_INDEX y,LEFT_FOOT_INDEX z,RIGHT_FOOT_INDEX x,RIGHT_FOOT_INDEX y,RIGHT_FOOT_INDEX z
goddess,0.500367582,0.181024209,-0.266789228,0.510549188,0.158168256,-0.239596009,0.516913652,0.158856958,-0.239856899,0.522947967,0.160423279,-0.239805028,0.491391838,0.157167137,-0.24242948,0.485108256,0.157003224,-0.242799625,0.479219019,0.157128483,-0.242906019,0.533256173,0.169543684,-0.086762786,0.470588446,0.165752441,-0.099768445,0.512045145,0.207179636,-0.206516415,0.488545299,0.203929633,-0.21252887,0.578219891,0.299275815,0.012539824,0.41860953,0.297282815,0.003711584,0.619141638,0.453880191,0.094318613,0.378623515,0.450650275,0.055074338,0.656156003,0.58153677,0.035320982,0.343573749,0.583522499,-0.001510749,0.677656054,0.609187663,0.01906967,0.323496759,0.612824798,-0.021522723,0.673134565,0.617516041,-0.025101621,0.332274437,0.621193171,-0.063059598,0.659689426,0.610511065,0.017503101,0.343774199,0.612771571,-0.020009618,0.544107139,0.588750958,0.007571047,0.449576557,0.592841744,-0.007920438,0.683844805,0.659325242,-0.26990962,0.312560558,0.662880003,-0.310370088,0.669121921,0.885713816,-0.029933229,0.317839384,0.883823872,-0.062339596,0.651187718,0.922900856,-0.012266746,0.331307232,0.921542525,-0.041706417,0.736264825,0.935679018,-0.133524835,,,
goddess,0.457872361,0.272961438,-0.343162745,0.467814893,0.256153703,-0.304628253,0.475414097,0.257066429,-0.3050237,0.481456429,0.25812459,-0.304955751,0.446662337,0.255474776,-0.307067513,0.438442856,0.255821854,-0.307628214,0.431740195,0.256494045,-0.307914943,0.48904115,0.264046639,-0.106420964,0.417489976,0.262295723,-0.116996452,0.471752107,0.294077396,-0.265641659,0.444698423,0.293064982,-0.272428811,0.544496953,0.358546078,0.002350525,0.367166489,0.351980269,-0.013907425,0.665577173,0.363063395,-0.044076961,0.232815623,0.365392923,-0.159990028,0.715834618,0.246600032,-0.237224832,0.205907151,0.23526229,-0.410462797,0.738999665,0.212467253,-0.269081831,0.18610239,0.197379783,-0.467407167,0.724778473,0.202156991,-0.291282862,0.204974905,0.191483468,-0.470141888,0.705281258,0.216251999,-0.250053406,0.215537235,0.207352579,-0.423342645,0.511598945,0.630377114,0.010368782,0.395115018,0.635840058,-0.010613259,0.648034513,0.758637905,-0.267721444,0.257627666,0.771522343,-0.34751606,0.623032808,0.89670217,0.122397639,0.291505456,0.923873067,0.031403251,0.602054656,0.920047879,0.153549224,0.314394236,0.945892632,0.063438028,0.693110585,0.939292133,0.007783196,,,
goddess,0.513227999,0.375216454,-0.278327584,0.527104735,0.359854877,-0.233251199,0.537480712,0.360960692,-0.23364681,0.545041978,0.361329734,-0.233516902,0.502235651,0.358083785,-0.233683363,0.493505716,0.35762313,-0.234353125,0.486308485,0.357186019,-0.234602347,0.553268552,0.364988714,-0.004394691,0.474946439,0.361947417,-0.003717558,0.528747678,0.391114503,-0.187634975,0.495198309,0.387162119,-0.192599103,0.624457359,0.438334763,0.081376478,0.400420666,0.43959251,0.108042486,0.783250093,0.382919818,-0.052829061,0.223365664,0.396506339,-0.054651707,0.792401433,0.264243722,-0.244995192,0.189528465,0.280356735,-0.257771879,0.807853281,0.233552963,-0.290501267,0.173939973,0.248300105,-0.305236608,0.785999119,0.230320245,-0.281400293,0.200038001,0.241100758,-0.300446928,0.772176206,0.243127018,-0.247238785,0.209598422,0.254403621,-0.267870843,0.574328899,0.674450934,0.00353351,0.423274875,0.671882987,-0.004086788,0.83320266,0.71778214,-0.389022171,0.165581495,0.714121759,-0.370219201,0.742766738,0.870585442,0.034062643,0.203313187,0.86937964,0.012407364,0.712273717,0.895883441,0.06831491,0.229452997,0.897743702,0.047091436,0.843310297,0.911041856,-0.107417509,,,
goddess,0.524334133,0.239637673,-0.342594862,0.530857325,0.224943399,-0.317140937,0.536052525,0.225284308,-0.317355514,0.539497256,0.225936979,-0.317278981,0.518440664,0.225156575,-0.31680432,0.514459193,0.225394517,-0.317118943,0.509971321,0.225851387,-0.317224622,0.544961154,0.234958082,-0.174465254,0.503228307,0.234681159,-0.172405526,0.531955779,0.258767754,-0.286630839,0.516995609,0.257099152,-0.288372874,0.581280231,0.336256236,-0.077282622,0.465600699,0.327338815,-0.070265114,0.670379281,0.321860969,-0.118533023,0.377839148,0.326628774,-0.118934691,0.681419253,0.203095347,-0.246451244,0.371429861,0.198759079,-0.243045643,0.684967935,0.16884762,-0.275508672,0.364415973,0.164826244,-0.275507927,0.674918652,0.162127912,-0.281199217,0.378983617,0.162901729,-0.277903229,0.668461919,0.177818328,-0.251369387,0.385558873,0.176751852,-0.249639407,0.552413642,0.557049632,0.001906584,0.478299797,0.556134164,-0.002096357,0.665139318,0.627906084,-0.201687559,0.369432122,0.63594389,-0.209836394,0.656218588,0.789796412,0.062327508,0.373672605,0.796339929,0.033006668,0.643649697,0.814989567,0.082359366,0.387334257,0.823830247,0.052816637,0.704176962,0.834299564,-0.034564897,,,
goddess,0.462707967,0.182298839,-0.360196978,0.470528096,0.163770154,-0.335217595,0.475909114,0.164875865,-0.335431367,0.480114341,0.166225165,-0.335386336,0.454512626,0.163570523,-0.335338414,0.449011832,0.164146245,-0.335666835,0.443937033,0.16520673,-0.335809588,0.487471223,0.176497638,-0.18914625,0.438800752,0.176505268,-0.189136967,0.471936345,0.204702333,-0.302518696,0.453708202,0.205764562,-0.30465734,0.524936199,0.29900676,-0.086605385,0.398092031,0.29663372,-0.080308408,0.62587899,0.296155423,-0.12124081,0.297245681,0.313095093,-0.137069091,0.642976046,0.167068213,-0.234094039,0.300142467,0.164191678,-0.26049903,0.646129906,0.130501717,-0.260814875,0.301171005,0.122079164,-0.29069373,0.636365891,0.124146491,-0.263882041,0.314094245,0.122035086,-0.285335034,0.63127768,0.138439298,-0.237550154,0.318024755,0.139286906,-0.263362676,0.500508845,0.557909727,-0.00054556,0.422616065,0.560061753,0.000354985,0.61440289,0.684302449,-0.206808776,0.317121118,0.699494541,-0.166365087,0.580505013,0.813586712,0.167574897,0.346656263,0.818913341,0.211171463,0.564878106,0.833914042,0.202026963,0.360766172,0.84081918,0.247964963,0.624738812,0.871797562,0.107492611,,,
goddess,0.491651386,0.273225188,-0.497359544,0.497827083,0.256316364,-0.479133129,0.502665401,0.256310672,-0.479342729,0.507431865,0.256652981,-0.479291469,0.486479312,0.257310808,-0.479341388,0.48291415,0.257760644,-0.47967124,0.478884727,0.258559972,-0.479792476,0.515226901,0.264772505,-0.346183181,0.474093944,0.265703917,-0.345922172,0.501169205,0.289566517,-0.443553269,0.486217827,0.292460382,-0.445240766,0.554820776,0.363974601,-0.234703586,0.438135684,0.360902965,-0.232219636,0.641127408,0.367370844,-0.293765187,0.347450018,0.382068038,-0.301117539,0.670244694,0.241774052,-0.41800642,0.323106498,0.254024535,-0.421076715,0.680021882,0.206834406,-0.446901053,0.312503904,0.218875617,-0.453451514,0.673119843,0.196390659,-0.460078537,0.32001102,0.21220997,-0.458261132,0.666946232,0.209036022,-0.426979065,0.327058524,0.223824114,-0.42847681,0.52982533,0.610755265,-0.004257392,0.459129691,0.612553716,0.004048945,0.65304786,0.643543243,-0.250262946,0.344767451,0.647237897,-0.279152364,0.651919365,0.856124997,-0.073951483,0.320410848,0.854692578,-0.113005221,0.64068222,0.894915819,-0.063697219,0.32987082,0.896279395,-0.10123682,0.704456389,0.901492357,-0.18864274,,,
goddess,0.422722399,0.107332885,-0.318129629,0.431365103,0.084794313,-0.292149156,0.438203961,0.084987819,-0.292356312,0.443264812,0.085312158,-0.292290688,0.412016302,0.08411929,-0.292175472,0.405960977,0.084155589,-0.292454749,0.400069952,0.083996981,-0.292568058,0.451417297,0.093047351,-0.14240396,0.392403454,0.093651026,-0.142573804,0.434783489,0.134408146,-0.260366142,0.411226004,0.133333623,-0.262382567,0.491675884,0.232361645,-0.051131435,0.356226951,0.229374558,-0.042913295,0.56594789,0.371680617,-0.144452661,0.285678595,0.347833097,-0.16524367,0.564930975,0.219950944,-0.353410304,0.269421697,0.208925292,-0.378490418,0.564789295,0.179047644,-0.393132538,0.277475536,0.168329597,-0.421450168,0.556384861,0.168991268,-0.397858918,0.284371376,0.160872668,-0.419301212,0.551173508,0.187799811,-0.358911544,0.286327064,0.179442704,-0.384156287,0.470707983,0.493717939,-0.002939588,0.389377475,0.493523687,0.002629468,0.597633004,0.528956294,-0.259433836,0.253560215,0.523300529,-0.210666761,0.55978781,0.725997686,-0.012554807,0.310168028,0.70428443,0.033788279,0.541369975,0.756416321,0.007557157,0.332463443,0.738988638,0.055726431,0.603473246,0.795530438,-0.103135578,,,
goddess,0.508630514,0.237928808,-0.3227247,0.516969979,0.219654262,-0.293258756,0.522970915,0.220413879,-0.29347983,0.527002394,0.221376538,-0.293400466,0.501150787,0.220754489,-0.293386519,0.49621439,0.221966669,-0.293759644,0.491271883,0.222959876,-0.293933272,0.533425868,0.230618864,-0.132443145,0.487567872,0.230406165,-0.132212549,0.517997622,0.258368731,-0.259920627,0.500002921,0.256514639,-0.262358457,0.576990783,0.339895964,-0.0288717,0.445864201,0.331293046,-0.027349014,0.680451632,0.341183543,-0.093792416,0.341788858,0.34171927,-0.092102058,0.703112483,0.21557796,-0.261846334,0.325709909,0.219392046,-0.230956525,0.710465431,0.174485266,-0.295424968,0.325486749,0.180654705,-0.26512143,0.703469694,0.165723413,-0.302010447,0.331127882,0.174739659,-0.265677929,0.697600722,0.184126586,-0.268461823,0.334565729,0.18854934,-0.237420991,0.541185439,0.582728446,0.001439508,0.461851537,0.5829162,-0.001663239,0.666161716,0.680086851,-0.214572147,0.332993388,0.671332598,-0.227378309,0.671156168,0.822388649,0.095746741,0.347029448,0.815744758,0.087075084,0.658484161,0.851764083,0.120816447,0.360907525,0.844816804,0.115328759,0.721358478,0.878143489,-0.004415134,,,
goddess,0.47027123,0.248012513,-0.487448633,0.478696376,0.228367358,-0.464895368,0.484754473,0.228723526,-0.465199351,0.489728689,0.230079085,-0.465150714,0.463785321,0.22834155,-0.463898152,0.458977401,0.228611335,-0.464275032,0.454657286,0.228813767,-0.464447856,0.497284174,0.239280432,-0.324778795,0.453123033,0.237709865,-0.318536848,0.481948674,0.268433571,-0.431528658,0.461450815,0.266306698,-0.43223086,0.546881318,0.338466853,-0.230954066,0.415501416,0.336012006,-0.224919125,0.643217027,0.326097131,-0.299952239,0.339332581,0.284290493,-0.312628001,0.650628448,0.191257983,-0.447488874,0.315037727,0.157005548,-0.471605182,0.660245359,0.147125185,-0.483805358,0.305195034,0.122759163,-0.515918016,0.649746776,0.140423477,-0.494302213,0.315360546,0.117378563,-0.521604002,0.641180158,0.158528745,-0.455696702,0.320639133,0.130539834,-0.482235372,0.518380761,0.596005797,0.001936124,0.434839755,0.592777729,-0.002135786,0.613137722,0.735312879,-0.196574271,0.320075274,0.667846084,-0.165792331,0.607210517,0.86172235,0.103189178,0.341304839,0.78742528,0.165712178,0.594493628,0.881005824,0.128579602,0.35826394,0.805727363,0.196405023,0.648423016,0.92997092,0.023545198,,,
goddess,0.535558283,0.427535743,0.21245569,0.532342374,0.417733461,0.187712654,0.529473782,0.418734938,0.187477097,0.526592791,0.419996411,0.187505662,0.539115667,0.416884542,0.185941502,0.541307032,0.417148292,0.185565099,0.543747067,0.417698175,0.185494229,0.522150755,0.431926638,0.096956864,0.549863398,0.427589685,0.087270983,0.531284273,0.441136092,0.190161735,0.539878845,0.440648824,0.185077384,0.498836815,0.492928743,0.07388977,0.584979594,0.481610417,0.075027175,0.463400215,0.406749934,0.170652762,0.614821255,0.382075012,0.118583493,0.445445359,0.301071167,0.218772173,0.626659036,0.279430538,0.210377127,0.435593843,0.277916044,0.225987405,0.62983799,0.25924921,0.206142828,0.447023958,0.272252351,0.207716554,0.621516705,0.255068064,0.213283271,0.451842338,0.280816406,0.215120152,0.619111717,0.261844575,0.214533582,0.509543836,0.722745657,0.003197337,0.57455498,0.722243905,-0.003709883,0.417961061,0.726767182,0.08075019,0.67338258,0.728458822,0.092918225,0.422787935,0.89347893,0.056615487,0.67536515,0.900266528,0.091860108,0.432591081,0.916907787,0.05363556,0.666248858,0.929155409,0.092838496,0.399964213,0.913897932,0.050324365,,,
goddess,0.492690146,0.528222919,-0.110041954,0.496156305,0.520386636,-0.091643237,0.499077618,0.521172702,-0.091771863,0.502240956,0.522056103,-0.091738477,0.488295048,0.521089256,-0.09584967,0.485356599,0.522562444,-0.096055351,0.482773095,0.524376929,-0.096111588,0.507813513,0.528644562,-0.004289805,0.478507519,0.532644153,-0.023376765,0.498348266,0.542190731,-0.077546395,0.488082767,0.54367888,-0.08417277,0.53045392,0.615561545,0.045067761,0.456338584,0.610975504,0.011506956,0.549643695,0.70576632,0.044099282,0.433527023,0.698467791,-0.000416685,0.595562398,0.738558829,-0.046213705,0.384846568,0.743301094,-0.068393335,0.609225512,0.754752338,-0.060998663,0.371081948,0.757331133,-0.085784055,0.612442732,0.752052665,-0.08876323,0.369895816,0.757560611,-0.108741164,0.606143296,0.745656669,-0.060320996,0.375375867,0.753816366,-0.080741115,0.51356411,0.770827889,0.009854675,0.468920618,0.769418597,-0.010110826,0.611157,0.778948545,-0.097219564,0.374244958,0.777112246,-0.142786711,0.597579002,0.928742409,-0.003333364,0.401011169,0.918953598,-0.028507175,0.587156832,0.950422943,0.002309203,0.41402781,0.947500825,-0.019199897,0.630335569,0.956155598,-0.073739193,,,
goddess,0.482117563,0.32172519,-0.117597543,0.487209469,0.302901328,-0.089727059,0.492186189,0.303156793,-0.089900024,0.495196134,0.303748369,-0.089797765,0.476613522,0.304986447,-0.089823402,0.473586559,0.305646092,-0.090114407,0.469923377,0.306668222,-0.090207897,0.502139032,0.310615987,0.04005238,0.464837193,0.314218044,0.040048659,0.488891363,0.339044392,-0.068159372,0.477171838,0.338531971,-0.070421018,0.538980305,0.408942819,0.118413553,0.436006457,0.412494987,0.116295218,0.623051822,0.414657444,0.121144235,0.349987686,0.426800579,0.110465512,0.628091395,0.287518233,0.068637282,0.336065292,0.300837994,0.05888423,0.629462063,0.251442164,0.059003029,0.330840558,0.264499187,0.044722777,0.626550794,0.246300727,0.053841878,0.337338984,0.259440064,0.047042556,0.622981966,0.258515716,0.066234358,0.342377901,0.271958828,0.056426372,0.518315434,0.667406797,0.005842744,0.449157119,0.665539384,-0.00605221,0.63710916,0.724152803,-0.189257905,0.32769388,0.718013763,-0.223167777,0.653167129,0.912532926,-0.033556357,0.31555444,0.909664989,-0.071990557,0.643015921,0.947654605,-0.023612797,0.326343894,0.945812345,-0.061140321,0.702439606,0.959281802,-0.139605463,,,
goddess,0.489497125,0.329331666,-0.250035882,0.495229751,0.314234674,-0.237071678,0.498761982,0.314301163,-0.23724027,0.502137363,0.314736843,-0.237224951,0.48545599,0.315150976,-0.236183763,0.48171851,0.315278888,-0.23644492,0.47928068,0.315269262,-0.236554414,0.506715894,0.320079684,-0.145707324,0.475189626,0.319408804,-0.141429871,0.496371061,0.344741583,-0.212692469,0.484765172,0.344552785,-0.212858528,0.527355254,0.400666803,-0.090259932,0.452423602,0.40078485,-0.07320793,0.554471076,0.304343313,-0.123062201,0.428061247,0.308706611,-0.108358949,0.570221186,0.202701271,-0.206524342,0.410755366,0.21164912,-0.199972838,0.571109295,0.185394287,-0.23442246,0.403278857,0.198065937,-0.227693126,0.570091069,0.182197601,-0.246130079,0.404534698,0.197363228,-0.238770291,0.569050074,0.186389953,-0.214894131,0.408897668,0.199928224,-0.209334895,0.517947674,0.614450991,-0.004793954,0.466269314,0.618001819,0.004626513,0.614631891,0.666555822,-0.1520053,0.371885985,0.667912066,-0.1363433,0.6031515,0.828719378,-0.006633047,0.381258368,0.821139514,0.012961903,0.593237758,0.855674267,0.003973151,0.390584677,0.846858501,0.025784437,0.64428705,0.867621064,-0.072348781,,,
goddess,0.512896597,0.230627835,-0.534906924,0.513986111,0.210694015,-0.545316041,0.516529262,0.20712775,-0.545569062,0.519133806,0.203935653,-0.545561612,0.504940569,0.218307227,-0.54521662,0.501885891,0.220012605,-0.545462728,0.498823196,0.221695468,-0.545682847,0.521831572,0.19074735,-0.491284102,0.491382301,0.215153277,-0.489789128,0.518234491,0.230177552,-0.502620876,0.50870055,0.238826036,-0.503247201,0.559411228,0.222355291,-0.409138888,0.465667307,0.256513715,-0.390563846,0.595766246,0.347136438,-0.489971191,0.442003936,0.362804353,-0.503422201,0.53621757,0.327706635,-0.629571617,0.497090638,0.333881795,-0.688735664,0.522899389,0.332254708,-0.686338186,0.507954597,0.307035983,-0.755272686,0.521934688,0.292558253,-0.679705679,0.5066365,0.293552041,-0.740115762,0.525857031,0.301544577,-0.630269587,0.506862521,0.304194897,-0.688923001,0.547238171,0.372535348,-0.006374931,0.491492689,0.388771772,0.006304556,0.5637573,0.438405961,0.252018183,0.4980748,0.446378946,0.289109588,0.564872742,0.459635079,0.616999149,0.518581569,0.45404613,0.643711925,0.566108704,0.463035554,0.65295881,0.521322787,0.454279602,0.679225504,0.564106941,0.476947248,0.605604887,,,
goddess,0.494522691,0.417011857,-0.252729177,0.499311328,0.402907491,-0.232592955,0.503299773,0.402394265,-0.232776389,0.50790596,0.402182847,-0.232706547,0.488736838,0.404318243,-0.233366668,0.485360652,0.404657185,-0.233657122,0.481373489,0.405167282,-0.2337576,0.512144089,0.404627711,-0.114201531,0.475737929,0.407131553,-0.116963372,0.501323819,0.430206537,-0.205416337,0.490215749,0.431310534,-0.208246812,0.546463668,0.482131839,-0.044329952,0.44626072,0.476974666,-0.037499219,0.619826019,0.460702896,-0.093316212,0.365810394,0.461278796,-0.096087314,0.639174104,0.354109317,-0.209016934,0.340018868,0.355983377,-0.208327502,0.631260335,0.327206314,-0.235306427,0.33590281,0.323529154,-0.236825004,0.623509467,0.316436589,-0.241217449,0.348982513,0.316533983,-0.238799483,0.624115586,0.33014375,-0.214489162,0.353683054,0.331486613,-0.214563236,0.524454117,0.701520145,-0.001991113,0.460743725,0.700957656,0.001797561,0.629569411,0.737382114,-0.187113643,0.358793795,0.741911292,-0.172511101,0.617822826,0.89628768,0.008054239,0.37383908,0.901440561,-0.003845162,0.605935395,0.921947241,0.022634815,0.386832774,0.925105512,0.009438217,0.666667938,0.929188013,-0.074609086,,,
goddess,0.494522691,0.417011857,-0.252729177,0.499311328,0.402907491,-0.232592955,0.503299773,0.402394265,-0.232776389,0.50790596,0.402182847,-0.232706547,0.488736838,0.404318243,-0.233366668,0.485360652,0.404657185,-0.233657122,0.481373489,0.405167282,-0.2337576,0.512144089,0.404627711,-0.114201531,0.475737929,0.407131553,-0.116963372,0.501323819,0.430206537,-0.205416337,0.490215749,0.431310534,-0.208246812,0.546463668,0.482131839,-0.044329952,0.44626072,0.476974666,-0.037499219,0.619826019,0.460702896,-0.093316212,0.365810394,0.461278796,-0.096087314,0.639174104,0.354109317,-0.209016934,0.340018868,0.355983377,-0.208327502,0.631260335,0.327206314,-0.235306427,0.33590281,0.323529154,-0.236825004,0.623509467,0.316436589,-0.241217449,0.348982513,0.316533983,-0.238799483,0.624115586,0.33014375,-0.214489162,0.353683054,0.331486613,-0.214563236,0.524454117,0.701520145,-0.001991113,0.460743725,0.700957656,0.001797561,0.629569411,0.737382114,-0.187113643,0.358793795,0.741911292,-0.172511101,0.617822826,0.89628768,0.008054239,0.37383908,0.901440561,-0.003845162,0.605935395,0.921947241,0.022634815,0.386832774,0.925105512,0.009438217,0.666667938,0.929188013,-0.074609086,,,
goddess,0.48653844,0.173764542,-0.104576655,0.496864468,0.153727114,-0.065521307,0.502263427,0.15387547,-0.065725364,0.50826478,0.154316545,-0.065595947,0.480642051,0.153754145,-0.064402737,0.475686699,0.153741688,-0.06473279,0.471175879,0.153429419,-0.064863719,0.51643914,0.164020479,0.11341539,0.464874059,0.161042035,0.116792768,0.498047531,0.194925025,-0.038167644,0.478779733,0.192840427,-0.039620213,0.558441997,0.295708448,0.176988274,0.422969997,0.29358992,0.188951641,0.604021311,0.417756915,0.073019698,0.37046349,0.423106611,0.019488821,0.505598485,0.40790084,-0.181543246,0.470218599,0.407526731,-0.273658365,0.492400914,0.373748481,-0.236347646,0.481554061,0.372723192,-0.337568521,0.493218988,0.365449756,-0.225853994,0.482979864,0.366654694,-0.319665015,0.495740891,0.38018322,-0.17994222,0.481297314,0.379767239,-0.273119628,0.532899141,0.578659058,0.000783629,0.446264803,0.580375612,-0.001201948,0.680419385,0.648424089,-0.248941153,0.301134944,0.650838912,-0.25140965,0.660141587,0.818609178,0.171054885,0.31866622,0.826911211,0.145859733,0.646243691,0.851066947,0.209110692,0.333837658,0.858454168,0.183923438,0.716937423,0.879435778,0.079586513,,,
goddess,0.493867278,0.389945149,-0.175939739,0.497911066,0.379089445,-0.159940034,0.499773562,0.379457474,-0.160057127,0.501717091,0.379754394,-0.160015285,0.490308523,0.378141701,-0.161426693,0.487767071,0.377963215,-0.161602587,0.485434353,0.378075898,-0.161661774,0.503868997,0.383578718,-0.071392834,0.481278747,0.383261204,-0.078437239,0.49806416,0.40227437,-0.141469896,0.490162462,0.401756406,-0.144689053,0.525704205,0.449938685,-0.009916798,0.459008425,0.454627037,-0.021250788,0.572857618,0.462919921,-0.025076551,0.411351442,0.466321707,-0.07021217,0.585978031,0.379477233,-0.120207898,0.40606761,0.379794538,-0.177084446,0.589313209,0.361078918,-0.139857262,0.404197633,0.355959177,-0.203194916,0.585010946,0.35495469,-0.150266215,0.410549074,0.352740049,-0.203695327,0.581985712,0.363619298,-0.12639688,0.413481832,0.361708581,-0.181180626,0.516910136,0.625230312,0.002279895,0.476981461,0.629235566,-0.002444047,0.580209315,0.657500744,-0.133388951,0.409758925,0.651737988,-0.1400664,0.583406627,0.778607666,0.018236015,0.408762902,0.782008886,-0.011908856,0.577425957,0.797990739,0.029846555,0.414836496,0.800453782,-0.002000373,0.606476605,0.81491673,-0.043849409,,,
goddess,0.48653844,0.173764542,-0.104576655,0.496864468,0.153727114,-0.065521307,0.502263427,0.15387547,-0.065725364,0.50826478,0.154316545,-0.065595947,0.480642051,0.153754145,-0.064402737,0.475686699,0.153741688,-0.06473279,0.471175879,0.153429419,-0.064863719,0.51643914,0.164020479,0.11341539,0.464874059,0.161042035,0.116792768,0.498047531,0.194925025,-0.038167644,0.478779733,0.192840427,-0.039620213,0.558441997,0.295708448,0.176988274,0.422969997,0.29358992,0.188951641,0.604021311,0.417756915,0.073019698,0.37046349,0.423106611,0.019488821,0.505598485,0.40790084,-0.181543246,0.470218599,0.407526731,-0.273658365,0.492400914,0.373748481,-0.236347646,0.481554061,0.372723192,-0.337568521,0.493218988,0.365449756,-0.225853994,0.482979864,0.366654694,-0.319665015,0.495740891,0.38018322,-0.17994222,0.481297314,0.379767239,-0.273119628,0.532899141,0.578659058,0.000783629,0.446264803,0.580375612,-0.001201948,0.680419385,0.648424089,-0.248941153,0.301134944,0.650838912,-0.25140965,0.660141587,0.818609178,0.171054885,0.31866622,0.826911211,0.145859733,0.646243691,0.851066947,0.209110692,0.333837658,0.858454168,0.183923438,0.716937423,0.879435778,0.079586513,,,
goddess,0.504925191,0.373360425,-0.468280941,0.51063329,0.359578907,-0.442664236,0.515622973,0.359982461,-0.442893803,0.518639088,0.360741705,-0.442804992,0.500170648,0.360163182,-0.443074822,0.496670216,0.360543668,-0.443380356,0.492649496,0.360912502,-0.44351849,0.524375618,0.367018342,-0.28767252,0.488348871,0.365691066,-0.289972365,0.511184871,0.388276458,-0.407604724,0.500024676,0.387335658,-0.410181403,0.55194664,0.443915546,-0.171717823,0.460658312,0.439985186,-0.168799967,0.615092456,0.473795891,-0.22867471,0.397935897,0.469758391,-0.205610216,0.659086525,0.375211418,-0.412510365,0.344609559,0.396337748,-0.364817232,0.672423959,0.350162476,-0.4512721,0.328346848,0.369013488,-0.405873299,0.668121934,0.339890718,-0.471115947,0.331276238,0.359249473,-0.424069285,0.661208034,0.348855078,-0.425374717,0.338840187,0.369806856,-0.379161298,0.535336852,0.627726555,0.003451315,0.47210139,0.629139483,-0.003568021,0.62623781,0.716219008,-0.189311847,0.381420791,0.718085945,-0.217548996,0.640357375,0.847155929,0.09000434,0.37318334,0.845026135,0.080156609,0.627214909,0.867574036,0.111161888,0.385027021,0.862269104,0.105262585,0.671399832,0.907555938,-0.026543513,,,
goddess,0.519467831,0.311240464,-0.204167143,0.525200903,0.297720343,-0.186388209,0.527623951,0.297936797,-0.186505392,0.530577242,0.298737288,-0.186461315,0.514816761,0.296972752,-0.187895551,0.512225866,0.297430217,-0.188088924,0.508875191,0.297724843,-0.188158542,0.535238624,0.305133641,-0.087439269,0.50496608,0.303745151,-0.094469547,0.525005877,0.328882277,-0.165805459,0.513823986,0.327905357,-0.169065922,0.560088992,0.400598854,-0.018886086,0.47597459,0.399929643,-0.03028284,0.618344605,0.43686372,-0.046229642,0.416997164,0.425960928,-0.097825877,0.62127459,0.322599024,-0.132381693,0.419139773,0.314483225,-0.210075006,0.622611344,0.293986619,-0.150629386,0.418648005,0.281219512,-0.235080749,0.614935696,0.290844887,-0.15324311,0.427401066,0.280360937,-0.230722755,0.611607969,0.303324789,-0.135040194,0.429707795,0.294753164,-0.212055132,0.542038083,0.610038996,0.002277844,0.492798865,0.612077475,-0.002447577,0.62484175,0.664264202,-0.173382029,0.411869586,0.662380815,-0.16287677,0.614212036,0.820410252,0.000889845,0.422508419,0.818687975,0.006112171,0.605924785,0.844602287,0.014798736,0.430438191,0.845003247,0.020499351,0.640627086,0.867495596,-0.063555464,,,
